Nama Produk;Rating;Review
Nanas Sunpride;5;ini pembelian kedua saya. saat pembelian pertama benar-benar memuaskan buah-buahan yang datang itu manis dan segar. perlu kecewa dulu dengan toko sebelah biar bisa bandingin mana yang the best..memang toko ini akhirnya jadi pemenang hati saya.
Nanas Sunpride;5;terima kasih sudah di terima pesanannya. nanas raksasa...bisa buat makan sekampung...jeruknya manis banget..mantab
Nanas Sunpride;5;Buahnya ok punya.. manis2..td lg diluar blm coba mkny blm ksh komen. Mksh ya siss.....
Nanas Sunpride;5;Nanas Sunpride ini sangat manis dan segar! Saya selalu puas dengan kualitasnya yang konsisten.
Nanas Sunpride;5;Beli nanas Sunpride di sini selalu bikin saya ketagihan. Rasanya bener-bener pas di lidah.
Nanas Sunpride;5;Puas banget dengan nanas Sunpride, selalu matang sempurna dan gak ada yang busuk.
Nanas Sunpride;5;Setiap kali belanja di sini, nanas Sunpride selalu memberi kepuasan yang tiada tara.
Nanas Sunpride;5;Nanas Sunpride juara! Buahnya besar-besar dan manisnya bikin nagih.
Nanas Sunpride;5;Gak pernah kecewa dengan kualitas nanas Sunpride di toko ini. Worth every penny!
Anggur Hitam;5;sudah lama tidak belanja di seller ini. akhirnya kembali lagi karena ada buah mangga cerry yang enak itu..pastinya jadi beli yang lain karena memang kualitas buahnya bagus ya.
Pisang Barangan;5;Harga: ok, Kualitas: bagus, Ukuran/Berat: besar, Di buka ijo pas besok liat udh kuning aja, rasanya juga masih. Terima kasih
Pisang Barangan;4;Kulit pisangnya agak tebal, tapi pengiriman cepat, makasi!
Pisang Barangan;5;the best..pengiriman cepat, buahnya juga ok semua. makasih yaa
Pisang Barangan;5;Sekian kali beli disini. Buahnya selalu kualitas baguss. Pengiriman cepat. Packing rapiii. Terima kasih seller
Pisang Barangan;5;Bagus.. harus tunggu dulu biar ranum.. jadi gak kematangan.. 👍 seller komunikatif .. packingnya agak lama .. terima kasih seller
Pisang Barangan;3;Produknya rata2 bagus, sehingga sering belanja disini. Tapi kecewa pelayanannya sekarang menurun untuk jadwal pengiriman, minta pagi2 baru dikirim siang. Membalas chat setelah barang dikirim. Mohon ditingkatkan pelayanannya, kalau barang tidak ada di chat saja. Trmksh yaa
Pisang Barangan;5;sudah diterima kiriman buahnya dengan baik. pisang barangannya seperti biasa enak dan belum terlalu tua jadi masih bisa tahan beberapa hari.
Pisang Barangan;5;udah pasti sih kalau belanja di sini akan dapat barang bagus dan manis. sudah coba mencoba ke toko lain ternyata memang harus kembali ke sini. terima kasih seller..jaga terus pelayanan dan mutu buahnya.
Pisang Barangan;5;Ukuran/Berat: sesuai, Harga: sesuai, Kualitas: selalu bagus, manis
Pisang Barangan;5;sudah beberapa kali belanja di sini dan sejauh ini masih selalu puas dengan kualitas buah- buahan yang di terima. jaga selalu kualitasnya...dan berdoa semoga ada promo juga, hehehe
Pisang Barangan;5;Rasanya enak banget, manisnya pas, dan harganya terjangkau.
Pisang Barangan;5;Pisangnya segar dan ukurannya besar-besar.
Pisang Barangan;5;Pelayanannya ramah, cepat, dan informatif.
Pisang Barangan;5;Selalu puas dengan kualitas pisangnya yang tidak pernah mengecewakan.
Pisang Barangan;5;Tokonya bersih dan tertata rapi.
Pisang Barangan;5;Pisangnya selalu matang sempurna, tidak terlalu keras dan tidak terlalu lembek.
Pisang Barangan;5;Harganya worth it banget, kualitasnya top!
Pisang Barangan;5;Selalu jadi pilihan utama beli pisang di sini.
Pisang Barangan;5;Tokonya mudah ditemukan dan parkirannya luas.
Pisang Barangan;5;Pelayanannya responsif dan membantu.
Pisang Barangan;5;Suka banget sama variasi pisang yang mereka punya.
Pisang Barangan;5;Kemasannya bagus dan aman, tidak cepat busuk.
Pisang Barangan;5;Pisangnya terasa natural, tidak terlalu manis berlebihan.
Pisang Barangan;5;Pilihan pisang organiknya lengkap.
Pisang Barangan;5;Tokonya nyaman buat belanja, tidak berdesak-desakan.
Pisang Barangan;5;Tokonya bersih dan terawat dengan baik.
Pisang Barangan;5;Pelayanannya punya pengetahuan yang baik tentang produknya.
Pisang Barangan;5;Sering diskon dan promo yang menguntungkan.
Pisang Barangan;5;Pisangnya selalu segar dan tidak ada yang sudah mulai layu.
Pisang Barangan;5;Harganya pas di kantong, kualitasnya premium.
Pisang Barangan;5;Tokonya cocok buat belanja pisang dalam jumlah besar.
Pisang Barangan;5;Stoknya selalu tersedia, tidak pernah kehabisan.
Pisang Barangan;5;Pisangnya enak dimakan langsung atau diolah.
Pisang Barangan;5;Tempatnya nyaman buat nongkrong sambil beli pisang.
Pisang Barangan;5;Packagingnya ramah lingkungan, tanpa plastik berlebihan.
Pisang Barangan;5;Tokonya mudah diakses dari jalan utama.
Pisang Barangan;5;Mereka juga punya varian pisang unik yang sulit ditemukan di tempat lain.
Alpukat;4;Ukuran/Berat: ok, Harga: ok, Kualitas: udah pada kematengan, Semunya udah mateng, semoga next di kirim ada yg sebagian mengkel jadi tidak mubazir. Terima kasih
Alpukat;5;Bagus.. ada yang sudah siap makan dan harus tunggu dulu biar ranum.. gpp.. 👍 seller komunikatif .. packingnya agak lama .. terima kasih seller
Alpukat;5;Alpukat di sini selalu segar dan manis! Cocok banget buat buat salad atau jus pagi.
Alpukat;5;Tokonya cepat dalam pengiriman, alpukat sampai dalam kondisi sempurna, matangnya pas!
Alpukat;5;Suka banget sama kualitas alpukatnya yang gak pernah mengecewakan. Harganya worth it!
Alpukat;5;Pelayanan ramah dan alpukatnya selalu ready stock, jadi gak perlu menunggu lama.
Alpukat;5;Dari segi rasa dan harga, alpukat di sini top markotop!
Jambu Biji Merah;5;Maaf baru kasih ulasan... jambu bijinya bagus, pengemasan n pengiriman cepat. Seller ramah... 
Jambu Biji Merah;5;Trims ukuran buahnya besar2&segar, sesuai timbangannya
Jambu Biji Merah;5;Bagusss.. buat makan langsung atau jus.. seller komunikatif .. packingnya agak lama .. terima kasih seller
Jambu Biji Merah;5;Jaambunya ada beberapa yg bonyok tp yg lain ok bagus2
Jambu Biji Merah;5;Trims siang pesen, sore dah datang buahnya 
Jambu Biji Merah;5;Jambu biji merah di toko ini sangat segar dan manis, cocok buat camilan sehari-hari.
Jambu Biji Merah;5;Suka banget sama jambu biji merah di sini, selalu matang pas dan rasanya juicy banget!
Jambu Biji Merah;5;Tokonya rajin restock jambu biji merah, jadi ga pernah kehabisan stok yang bagus.
Jambu Biji Merah;5;Pelayanannya ramah dan cepat, beli jambu biji merah di sini jadi tambah nyaman.
Jambu Biji Merah;5;Jambu biji merah di sini harga pas dan kualitasnya bagus, ga nyesel deh beli.
Jambu Biji Merah;5;Rasanya jambu biji merah di sini beda banget, manisnya pas dan ga terlalu asam.
Jambu Biji Merah;5;Toko ini punya jambu biji merah yang gurih dan seger banget, suka deh!
Jambu Biji Merah;5;Jambu biji merah di sini sering dijual dalam kondisi matang sempurna, enak langsung dimakan.
Jambu Biji Merah;5;Puas banget sama jambu biji merah di sini, kualitasnya selalu terjaga baik.
Pisang Ambon;3;Buahnya bagus semua, tapi sayang ya slow response banget & pesen instan tapi ga dikirim di hari yang sama padahal pesen pagi/siang. Dikirim H+1. Kalau yang butuh untuk konsumsi atau kasih orang cepet, ga rekomen ya. Pesen disini kalau santai aja, yg mau 48 jam kemudian baru terima
Pisang Ambon;4;Pesanan kami sdh sampai dan diterima dg baik.tp pisangnya sempat 2 hr digantung protol semua, mau gamau langsung dihabiskan jd lupa difoto. Terimakasih seller.
Pisang Ambon;5;Buah pisang ambon di sini selalu segar dan manis, cocok untuk camilan sehat setiap hari!
Pisang Ambon;5;Tokonya ramah dan buahnya selalu matang sempurna, sangat puas dengan pelayanannya.
Pisang Ambon;5;Rasanya enak banget, pisang ambonnya lembut dan manis, sesuai harapan!
Pisang Ambon;5;Toko ini jual pisang ambon terbaik yang pernah saya beli, harga juga terjangkau.
Pisang Ambon;5;Buahnya datang dalam kondisi sempurna, sangat fresh dan kualitasnya terjaga.
Pisang Ambon;5;Toko ini selalu menyediakan pisang ambon yang matang secara konsisten, jadi tidak pernah kecewa.
Pisang Ambon;5;Puas banget belanja di sini, pisang ambonnya segar dan harganya reasonable.
Pisang Ambon;5;Pisang ambonnya juara, manisnya pas dan ukurannya ideal untuk camilan.
Pisang Ambon;5;Toko yang recommended banget, pelayanannya baik dan buahnya selalu fresh.
Pisang Ambon;5;Pilihan terbaik untuk pisang ambon di kota ini, selalu memuaskan setiap kali belanja.
Pisang Ambon;5;Buah pisang ambon di sini terasa lebih manis dan lembut dibandingkan tempat lain.
Pisang Ambon;5;Toko ini jual pisang ambon yang buahnya selalu besar dan rasanya enak.
Pisang Ambon;5;Suka banget sama kualitas pisang ambon di sini, ga ada yang bisa ngalahin!
Pisang Ambon;5;Beli pisang ambon di sini gak pernah kecewa, buahnya bener-bener fresh.
Pisang Ambon;5;Pelayanan ramah dan responsif, pisang ambonnya juga top quality.
Pisang Ambon;5;Kualitas pisang ambonnya terbaik, mantap untuk buat jus atau langsung dimakan.
Jeruk Nipis;5;Maaf baru kasih ulasan... jeruk nipisnya gede2 bgt 😅, pengemasan n pengiriman cepat. Seller ramah... 
Jeruk Nipis;5;Udah beli beberapa kali di toko ini tapi baru sempet kasih ulasan... maaf y... pokonya bagus deh, amanah, seller ramah...
Jeruk Nipis;5;sudah lama tidak belanja di seller ini. akhirnya kembali lagi karena ada buah mangga cerry yang enak itu..pastinya jadi beli yang lain karena memang kualitas buahnya bagus ya.
Jeruk Nipis;5;Trims ukuran buahnya besar2&segar, sesuai timbangannya
Jeruk Nipis;5;Barangnya kosong..uangnya lgsg dikembalikan..
Jeruk Peras;5;Buahnya segar2 , sampai cepat,respon ramah dan cepat,recom banget ini..
Jeruk Peras;5;sudah lama tidak belanja di seller ini. akhirnya kembali lagi karena ada buah mangga cerry yang enak itu..pastinya jadi beli yang lain karena memang kualitas buahnya bagus ya.
Jeruk Peras;5;langsung eksekusi. jeruk perasnya enak dan segar. manis sekali. untuk mangganya masih agak sedikit muda, jadi harus ditunggu dahulu sampai matang betul. 
Jeruk Peras;5;beli 2 kilo dapat 1 liter lebih air jeruk. tinggal ditambah madu atau gula.
Jeruk Peras;5;sudah diterima kiriman buah segarnya. beberapa jeruk ada yang kurang baik kondisinya tetapi yg lain manis.sellernya cepat kirim barang sangat terbantu saat sedang ppkm skrg. tks seller.
Jeruk Peras;5;udah pasti sih kalau belanja di sini akan dapat barang bagus dan manis. sudah coba mencoba ke toko lain ternyata memang harus kembali ke sini. terima kasih seller..jaga terus pelayanan dan mutu buahnya.
Jeruk Peras;5;sudah beberapa kali belanja di sini dan sejauh ini masih selalu puas dengan kualitas buah- buahan yang di terima. jaga selalu kualitasnya...dan berdoa semoga ada promo juga, hehehe
Jeruk Peras;5;Jeruk perasnya benar-benar segar dan manis. Jusnya enak banget, cocok buat sarapan pagi!
Jeruk Peras;5;Buah jeruk peras ini luar biasa. Rasa manis dan asamnya pas. Sempurna untuk buat jus di rumah
Jeruk Peras;5;"Jeruk peras terbaik yang pernah saya coba. Mudah diperas dan hasil jusnya banyak. Mantap!"""
Jeruk Peras;5;Jeruk perasnya segar banget dan rasanya manis. Anak-anak saya suka sekali. Recommended!
Jeruk Peras;5;Jus dari jeruk peras ini bikin hari saya lebih segar. Rasa manis alaminya bikin ketagihan.
Jeruk Peras;5;Jeruk peras yang saya beli sangat memuaskan. Jusnya banyak dan rasanya enak banget. Pasti beli lagi!
Jeruk Peras;5;Segarnya jeruk peras ini luar biasa. Pas buat dinikmati saat cuaca panas. Lima bintang deh!
Jeruk Peras;5;Jeruk peras yang sempurna. Mudah diperas dan jusnya benar-benar lezat. Pasti beli lagi!
Jeruk Peras;4;Tadi baru coba jeruk peras ini dan rasanya enak banget! Segar, manis, dan pas buat jus pagi-pagi. Sayangnya, ada beberapa jeruk yang agak kecut. Tapi overall, tetap rekomended buat yang suka perasan jeruk segar
Jeruk Peras;5;sudah di terima kirimannya. sayang hari minggu tutup ya..jadi kalau mau perlu cepat di akhir minggu jd tidak bisa pesan.
Mangga MP Cherry;5;seller baik n bersedia ketika minta tolong sortirin. jd ga sia2 kan posisi dari karawaci sampe beli disini 😍. mangganya ok, tp krn buah alami jd tdk terlepas dr produk yg kurang sempurna tp sellernya melakukan yg terbaik unk pembeli. makasiihhhh 👍🏻👍🏻
Mangga MP Cherry;5;Beli 2kg dapet 5 Mangganya gede gede Bukan yg paling harum Alhasil ga kecewa Bisa di liat di video dan gambar Manis banget!!!
Mangga MP Cherry;5;Ga ditimbang lagi, tapi percaya deh sama penjualnya. Mangganya bagus, 3 langsung bisa dimakan, selebihnya nunggu besok dan lusa. Pengiriman cepat sekali, padahal pake sameday. Makasih.. 2 kg : 6 bh
Mangga MP Cherry;5;Mangganya mantab.. udh beli ketiga kali ini.. buah sampai dengan aman terus.. kurir sameday. Rekomen sekali toko ini 👍🏼 terima kasih
Mangga MP Cherry;5;1kg dapat 3pcs. Mangganya harum bener.. pertanda memang masak pohon. Belum dibelah sih, tapi semoga beneran manis ya.. thank you kak. Pengiriman super cepat.. dipesan dan tiba di hari yang sama.. wow..
Mangga MP Cherry;5;Pengiriman cepaaaaaat buah segar rasa mantaaaaab. Udah order ke 3
Mangga MP Cherry;5;Ini favorit sayaaaa, kualitas bagusss bangettt, manisssnya ku sukaaaa. mangga cherry nya bagus. Dan harga sesuai kantong hehehehehe Buah fresh banget, baru datang langsung dikirim ke customer, mantap. Lebih enak lagi di diamkan sehari di suhu ruangan, baru masuk kulkas dan disantap.
Mangga MP Cherry;5;Manganya manis banget, pengiriman juga cepat, makasii!!!
Mangga MP Cherry;5;Ukuran/Berat: 2Kg, Harga: Sedang, Kualitas: Manisss MasyaAllah Alhamdulillah seller responsif, 1kg yg besar dpt 2 yg kecil dpt 3, sama2 manisnyaaa cm beda ukuran aja dan matang pohon smuaa jd bkn msh muda udh dipetik yaa ini tua pohon bgtt, Alhamdulillah barakallah seller..
Mangga MP Cherry;5;ini pembelian kedua saya. saat pembelian pertama benar-benar memuaskan buah-buahan yang datang itu manis dan segar. perlu kecewa dulu dengan toko sebelah biar bisa bandingin mana yang the best..memang toko ini akhirnya jadi pemenang hati saya.
Mangga MP Cherry;5;buahnya seger..kliatan tua..1kg isi 3..smoga dibuka manis....pengiriman cuepeett respon mbak mimin okeh..
Mangga MP Cherry;5;toko ini sudah jadi pilihan hati. sudah lebih dari dua kali belanja di sini dan sangat memuaskan baik dengan kualitas barang maupun sellernya yang sangat informatif. mangga cherrynya nagih terus, manis banget..terima kasih.
Mangga MP Cherry;3;Sad sad sad sad sad sad sad sad Busuk jadinya ga manis padahal dah mateng....semoga yang lain aman...
Mangga MP Cherry;5;ini pesanan yang ketiga di seller ini. mangga cherrynya bener bener enak dan manis, dijamin tidak akan kecewa. saya jadi ketagihan, mumpung sedang musimnya mangga, rencana pasti akan mengisi meja makan dengan mangga ini terus
Mangga MP Cherry;5;Pesanan sampai cepat sekali, kualitas buah sangaaaat bagussss, rekomendit store. Pengemasan mgkn bs dioertimbangkan pakai dus.
Mangga MP Cherry;5;Ukuran/Berat: sesuai, Harga: murah, Kualitas: manis, Recomended seller.seller ramah pengiriman cepat packing aman...sukses selalu
Mangga MP Cherry;5;sudah lama tidak belanja di seller ini. akhirnya kembali lagi karena ada buah mangga cerry yang enak itu..pastinya jadi beli yang lain karena memang kualitas buahnya bagus ya.
Mangga MP Cherry;5;langsung eksekusi. jeruk perasnya enak dan segar. manis sekali. untuk mangganya masih agak sedikit muda, jadi harus ditunggu dahulu sampai matang betul. 
Mangga MP Cherry;5;Ukuran/Berat: 1 kg, Harga: terjangkau, Kualitas: bagus, mangga nya manisss banget dan bagus bagus makasih ya kak maaf g sempat poto ya
Mangga MP Cherry;5;Ukuran/Berat: gk thu gk ditumbang, Harga: ok, Kualitas: ok, Awal dateng agak kecewa hijau kaya gk mateng gitu. Eh pas di buka mantap rasanya manis, ternyata sudah matang. Seneng ngt dunk... Ada satu yg agak asem tp ttp mateng kok.
Mangga MP Cherry;5;Pesanan kami sdh sampai dan diterima dg baik.manis2 mangganya. Terimakasih seller.
Mangga MP Cherry;5;udah pasti sih kalau belanja di sini akan dapat barang bagus dan manis. sudah coba mencoba ke toko lain ternyata memang harus kembali ke sini. terima kasih seller..jaga terus pelayanan dan mutu buahnya.
Mangga MP Cherry;5;Bagus bagus buahnya berkualitas & pengiriman sangat cepat. Akan langganan 🥰🥰🥰🥰
Mangga MP Cherry;5;Ukuran/Berat: sesuai, Harga: sesuai, Kualitas: baik, Paket sudah diterima sesuai pesanan, packing aman, pengiriman cepat
Mangga MP Cherry;5;Mangga maniiisss, pengiriman cepat, beli disini pasti gak kecewa 😘😘😘😘
Mangga MP Cherry;5;barang sudaah di terima dalam kondisi baik. buahnya selalu manis dan puas sekali belanja di seller ini. 
Mangga MP Cherry;5;Bagus .. tunggu 1 hari dulu biar ranum.. enakk.. seller komunikatif .. packingnya agak lama .. terima kasih seller
Mangga MP Cherry;5;Udah berkali2 order mangga disini. Pertama kali order kaget. Kok mangganya putih sih asem pula. Ternyata memang harus sabar nunggu 2-3 hari biar mangganya super maniis. Memuaskaan
Mangga MP Cherry;5;sudah diterima kiriman buah segarnya. beberapa jeruk ada yang kurang baik kondisinya tetapi yg lain manis.sellernya cepat kirim barang sangat terbantu saat sedang ppkm skrg. tks seller.
Mangga MP Cherry;5;maniiss beneran masak pohon 
Mangga MP Cherry;5;Mangga yg dikirim bagus2, maniiiss banget. Never fails👍🙏🏻
Mangga MP Cherry;5;udh repeat kesekian kali( udah ga kehitung) ttp memuaskan , mangga nya aduhai manis pool 
Mangga MP Cherry;5;Rekomendasi banget Toko ini 👍🏻👍🏻👍🏻
Mangga MP Cherry;5;Mangganya maniisss banget, anak2 suka, makasih seller 😘😘😘😘😘😘😘😘😘
Mangga MP Cherry;5;sudah beberapa kali belanja di sini dan sejauh ini masih selalu puas dengan kualitas buah- buahan yang di terima. jaga selalu kualitasnya...dan berdoa semoga ada promo juga, hehehe
Mangga MP Cherry;5;sudah di terima kirimannya. sayang hari minggu tutup ya..jadi kalau mau perlu cepat di akhir minggu jd tidak bisa pesan.
Mangga MP Cherry;5;Manis bangeeet, berkualitas, sebagian belum dikupas semoga ga ada yg asam. Thanks seller
Mangga MP Cherry;2;Tua sih, tapi baru bisa dimakan besoknya, itupun masih asem. Dan cuma 1:(
Mangga MP Cherry;5;Kualitas: mangganya bagus, enak. udah langganan
Mangga MP Cherry;4;Mangga nya blm mateng ktnya masak di pohon tp ywdh mudah2an manis ya buahnya..
Mangga MP Cherry;5;mangganya kali ini kurang mantab kalau langsung di konsumsi..biar ditahan dulu 2 hari deh supaya enak. kalau yang lainnya mantab.
Mangga MP Cherry;5;Mangga bagus semua. Seller baik
Mangga MP Cherry;5;the best ini kualitas bagus bgt sll manis
Mangga MP Cherry;5;Mangga favorite selalu bagus beli mangga ini
Mangga MP Cherry;5;Rasa: ada 2 yg mentah. sisanya enak
Mangga MP Cherry;5;Orderan ke-2 😋👍
Mangga MP Cherry;5;Rasa: mantaappp, Kualitas: bagusss bangeett
Mangga MP Cherry;5;Mangga manis tp rasanya ga kaya sebelumnya
Mangga MP Cherry;5;Harga: murah, Kualitas: bagus
Mangga MP Cherry;5;Kualitas: mengkel manis. enakkkk
Mangga MP Cherry;5;Recomened😍
Mangga MP Cherry;5;Selalu manis ya
Mangga MP Cherry;5;Mangganya juara banget, manisnya pas gitu!
Mangga MP Cherry;5;Mangga Masak Pohon selalu jadi pilihan buat keluarga saya.
Mangga MP Cherry;5;Makannya bikin nagih, manisnya mantap.
Mangga MP Cherry;5;Warna dan aroma mangganya bikin pengen langsung nyobain.
Mangga MP Cherry;5;Rasanya pas banget buat cemilan di siang hari.
Mangga MP Cherry;5;Buahnya selalu segar dan matangnya pas.
Mangga MP Cherry;5;Daging mangganya lembut banget, gak keras.
Mangga MP Cherry;5;Pelayanannya ramah, ditanya-tanya pun sabar.
Mangga MP Cherry;5;Mangga di sini gak pernah mengecewakan.
Mangga MP Cherry;5;Tiap kali beli mangga di sini, pasti puas.
Mangga MP Cherry;5;Mangga favorit keluarga, udah gitu aja.
Mangga MP Cherry;5;Tempatnya bersih dan rapi, nyaman belanja di sini.
Mangga MP Cherry;5;Stok mangganya selalu terjaga dengan baik.
Mangga MP Cherry;5;Kualitas mangganya terjamin, gak diragukan lagi.
Mangga MP Cherry;5;Harga mangganya sesuai dengan kualitasnya.
Mangga MP Cherry;5;Mangganya gede-gede dan manisnya ga nahan!
Mangga MP Cherry;5;Buahnya matang sempurna, gak ada yang masih mentah.
Mangga MP Cherry;5;Sayang kalau ga cobain, rasanya beda dari yang lain.
Mangga MP Cherry;5;Beli buah di sini jadi pengalaman yang menyenangkan.
Mangga MP Cherry;5;Mangganya dipetik pas banget, matang tapi belum overripe.
Mangga MP Cherry;5;Mangga Masak Pohon jadi langganan belanja buah.
Mangga MP Cherry;5;Kalau lagi pengen mangga enak, ya kesini aja.
Mangga MP Cherry;5;Kualitas mangganya terjaga dari dulu sampai sekarang.
Mangga MP Cherry;5;Tempatnya strategis dan mudah dijangkau.
Mangga MP Cherry;5;Mangganya enak dimakan begitu saja atau buat jus.
Mangga MP Cherry;5;Pelayanannya cepat tanggap, penuh perhatian.
Mangga MP Cherry;5;Mangganya gak ada yang busuk atau cacat.
Mangga MP Cherry;5;Manisnya pas, bikin nagih!
Mangga MP Cherry;5;Rasanya bener-bener natural, gak ada tambahan apa-apa.
Mangga MP Cherry;5;Mangganya gak berair, jadi gak berantakan saat dimakan.
Mangga MP Cherry;5;Tempatnya bersih, bikin betah belanja.
Mangga MP Cherry;5;Mangganya bikin ketagihan, serius deh!
Mangga MP Cherry;5;Harga sesuai dengan kualitas mangganya.
Mangga MP Cherry;5;Daging mangganya tebal dan lembut.
Mangga MP Cherry;5;Pelayanan ramah dan sopan, nyaman belanja di sini.
Mangga MP Cherry;5;Mangganya selalu matang merata, gak ada yang belum matang.
Mangga MP Cherry;5;Kualitas mangganya terjaga setiap waktu.
Mangga MP Cherry;5;Mangganya enak dimakan langsung atau buat salad.
Mangga MP Cherry;5;Tempatnya luas dan nyaman buat belanja.
Mangga MP Cherry;5;Stok mangganya selalu fresh dan terlihat segar.
Mangga MP Cherry;5;Belanja buah di sini gak pernah nyesel.
Mangga MP Cherry;5;Mangga Masak Pohon emang pilihan terbaik buat buah.
Mangga MP Cherry;5;Mangganya gak terlalu manis, pas aja buat saya.
Mangga MP Cherry;5;Harga mangganya cukup terjangkau.
Mangga MP Cherry;5;Mangganya gak ada yang berjamur atau busuk.
Mangga MP Cherry;5;Tempatnya bersih, ada AC-nya juga.
Mangga MP Cherry;5;Mangganya bikin ketagihan, apalagi yang manis.
Mangga MP Cherry;5;Buahnya segar, bikin badan jadi seger.
Mangga MP Cherry;5;Pelayanannya sigap, meskipun rame tetap cepat.
Mangga MP Cherry;5;Mangga Masak Pohon selalu ada di pantry kami.
Mangga MP Cherry;5;Mangganya bikin seger, cocok untuk camilan.
Mangga MP Cherry;5;Tempatnya nyaman, parkirannya luas.
Mangga MP Cherry;5;Mangganya gak ada yang terlalu asam, manisnya stabil.
Mangga MP Cherry;5;Harganya worth it buat kualitas mangganya.
Mangga MP Cherry;5;Pelayanan ramah dan informatif, penuh senyum.
Mangga MP Cherry;5;Mangganya selalu fresh, kayak baru dipetik.
Mangga MP Cherry;5;Daging mangganya legit, bikin ketagihan.
Mangga MP Cherry;5;Tempatnya bersih dan tertata rapi.
Mangga MP Cherry;5;Mangganya manis dan juicy, cocok buat cemilan.
Mangga MP Cherry;5;Pelayanannya cepat tanggap, penuh perhatian.
Mangga MP Cherry;5;Mangganya gak ada yang terlalu matang atau mentah.
Mangga MP Cherry;5;Buahnya enak dimakan langsung atau dibuat es.
Mangga MP Cherry;5;Tempatnya asri, bikin betah belanja lama.
Mangga MP Cherry;5;Mangganya selalu ada, gak pernah kehabisan.
Mangga MP Cherry;5;Harganya sesuai dengan kualitas mangganya.
Mangga MP Cherry;5;Mangganya gak ada yang terlalu besar atau kecil.
Mangga MP Cherry;5;Pelayanannya friendly, bikin nyaman.
Mangga MP Cherry;5;Mangganya gak ada yang terlalu overripe.
Mangga MP Cherry;5;Buahnya gak terlalu besar, cocok buat anak-anak.
Mangga MP Cherry;5;Tempatnya bersih dan parkirannya aman.
Mangga MP Cherry;5;Mangganya lembut dan gak berair.
Mangga MP Cherry;5;Pelayanannya ramah, siap jawab pertanyaan.
Mangga MP Cherry;5;Mangganya enak dimakan langsung atau dibikin jus.
Mangga MP Cherry;5;Rasanya gak ada yang aneh, sesuai ekspektasi.
Mangga MP Cherry;5;Tempatnya ada promo menarik, sering diskon.
Mangga MP Cherry;5;Mangganya selalu ada pilihan yang matangnya pas.
Mangga MP Cherry;5;Harganya kompetitif, terjangkau untuk semua orang.
Mangga MP Cherry;5;Mangganya gak ada yang terlalu keras atau pahit.
Mangga MP Cherry;5;Buahnya bener-bener fresh, gak ada yang kemasaman.
Mangga MP Cherry;5;Pelayanannya helpful, siap bantu cari yang bagus.
Mangga MP Cherry;5;Mangganya juara banget, manisnya bikin nagih.
Mangga MP Cherry;5;Tempatnya bersih dan nyaman buat belanja.
Mangga MP Cherry;5;Mangganya selalu fresh, kayak dipetik langsung dari pohon.
Mangga MP Cherry;5;Harga mangganya sesuai dengan kualitasnya.
Mangga MP Cherry;5;Mangganya gak ada yang terlalu kecil atau besar.
Mangga MP Cherry;5;Pelayanannya sabar, walaupun saya banyak nanya.
Mangga MP Cherry;5;Mangganya manis alami, bukan manis buatan.
Mangga MP Cherry;5;Buahnya cocok buat semua usia, dari anak sampai dewasa.
Mangga MP Cherry;5;Tempatnya strategis, dekat dari mana saja.
Mangga MP Cherry;5;Mangganya gak ada yang terlalu asam, manisnya pas.
Mangga MP Cherry;5;Mangganya enak dimakan langsung atau dibuat salad.
Mangga MP Cherry;5;Stok mangganya selalu terjaga, gak pernah kosong.
Mangga MP Cherry;5;Pelayanannya ramah dan informatif, siap bantu.
Mangga MP Cherry;5;Mangganya selalu ada yang matangnya pas.
Mangga MP Cherry;5;Harganya sesuai dengan kualitas dan ukuran mangganya.
Mangga MP Cherry;5;Mangganya gak ada yang terlalu keras atau hambar.
Mangga MP Cherry;5;Buahnya sehat, gak ada yang cacat.
Mangga MP Cherry;5;Tempatnya nyaman, bikin betah belanja lama.
Mangga MP Cherry;5;Mangganya gak ada yang overripe atau mentah.
Mangga MP Cherry;5;Pelayanannya friendly dan responsif, layak direkomendasikan.
Jeruk Medan;5;Jeruk Medan ini luar biasa! Rasanya manis segar dan kulitnya mudah dikupas. Setiap jeruknya penuh dengan jus yang menyegarkan. Pasti akan membeli lagi!
Jeruk Medan;5;Jeruk Medan yang saya beli sangat berkualitas. Buahnya segar, manis, dan ukurannya pas. Keluarga saya sangat menyukainya. Sangat direkomendasikan!
Jeruk Medan;5;Saya sangat puas dengan jeruk Medan ini. Rasa manisnya alami dan tidak terlalu asam. Sangat cocok untuk camilan sehat. Pengiriman juga cepat dan buah tiba dalam kondisi baik
Jeruk Medan;5;Jeruk Medan ini benar-benar top! Rasanya enak dan segar, tekstur buahnya sangat lembut. Cocok untuk jus atau dimakan langsung. Saya pasti akan membeli lagi di sini
Jeruk Medan;5;Jeruk Medan yang saya terima sangat segar dan manis. Kulitnya mudah dikupas dan setiap jeruknya penuh dengan jus yang lezat. Sangat puas dengan kualitasnya. Terima kasih!
Pear Pohkam;5;Buah pear pohkam yang saya beli sangat lezat dan juicy. Setiap gigitan terasa segar dan manis. Pasti akan beli lagi!
Pear Pohkam;5;Pear pohkam ini kualitasnya top! Rasanya manis dan daging buahnya sangat renyah. Pengiriman cepat dan buah sampai dalam kondisi sempurna.
